"","geneSet","description","link","size","overlap","expect","enrichmentRatio","pValue","FDR","overlapId","userId","CellType","Comparison","DB","Direction"
"600","GO:0015844","monoamine transport","http://amigo.geneontology.org/amigo/term/GO:0015844",98,19,9.70668123634093,1.95741464434474,0.00315408198475864,0.0434087215529494,"12652;12801;13488;16500;18125;20983;22433;53420;54393;54525;54526;68585;70839;80976;99296;110058;214084;229521;268860","Syt13;Kcnb1;Hrh3;P2ry12;Syt11;Cnr1;Nos1;Syt5;Syt17;Xbp1;Rtn4;Chga;Drd1;Syt10;Abat;Gabbr1;Syt4;Syt7;Slc18a2","Inhibitory","FCDvsNT","BP","Up"
"601","GO:0032386","regulation of intracellular transport","http://amigo.geneontology.org/amigo/term/GO:0032386",435,61,43.0857789572276,1.41578036828709,0.00324610795036251,0.0439306609282393,"11815;11938;12794;12801;13488;13491;13663;13829;14456;14809;15114;16189;16500;17096;17756;17762;18607;18708;18769;19047;19247;19259;20334;20660;20910;20977;20983;21687;22421;22433;22687;23821;27061;29873;52163;52250;52822;54525;56320;56637;59020;66169;66397;67045;67180;67231;74006;74772;75841;99237;170790;207728;215280;215449;216440;216831;225362;230899;238276;241770;606496","Map2;Stxbp1;Wipf1;Tbc1d20;Tm9sf4;Pkig;Rims4;Kcnb1;Pdzk1;Lyn;Cnr1;Tek;Atp13a2;Nppa;Tomm7;Rufy3;Ptpn11;Ppp1cc;Atp2a2;Reep1;Wnt7a;Camk1;Grik5;Gsk3a;Ptpn5;Pde2a;Drd4;Gas6;Ei24;Sorl1;Bace1;Zpr1;Cspg5;Rap1b;Os9;Xbp1;Sar1b;Il4;Arhgap44;Hap1;Mapt;Sec23a;Akap5;Drd1;Dbn1;Pik3r1;Dmtn;Rnf139;Mlc1;Dnm1l;Apod;Gsk3b;Riok2;Pdpk1;Syt4;Reep2;Yipf5;Cnih2;Syt7;Syp;Bcap31","Inhibitory","FCDvsNT","BP","Up"
"602","GO:0051961","negative regulation of nervous system development","http://amigo.geneontology.org/amigo/term/GO:0051961",318,47,31.4971901342491,1.49219659911484,0.00336348915936946,0.0447730032361967,"11516;11820;12010;12317;12385;12774;12933;13618;13642;13643;14580;14766;14972;15205;15228;16835;16971;17136;17756;18128;18508;18858;19089;19242;20257;20351;20353;20354;20660;20665;20666;20674;20681;20983;22421;52822;56637;64138;67838;68585;76441;107351;225164;240057;245537;380711;606496","Sema4c;Map2;Notch1;Pax6;B2m;Ctsz;Stmn2;Sox2;Sema4a;Crmp1;Rufy3;Ptn;Wnt7a;Gsk3a;Mag;Efnb2;Calr;Adgrg1;Ldlr;Prkcsh;Sorl1;Ccr5;Lrp1;Rtn4;Pmp22;Efnb3;Rap1gap2;Gfap;Sox11;Foxg1;Sema4d;Ednrb;Sox10;Dnajb11;Hes1;Gsk3b;App;Sox8;Syngap1;H2-K1;Daam2;Adcyap1;Mib1;Syt4;Ctnna1;Kank1;Nlgn3","Inhibitory","FCDvsNT","BP","Up"
"603","GO:0071241","cellular response to inorganic substance","http://amigo.geneontology.org/amigo/term/GO:0071241",198,32,19.6114580081174,1.63169918252661,0.00372359930759991,0.0487671393188892,"11518;11820;12010;12317;12633;12919;13829;14268;14281;14282;14654;14828;16527;19141;20983;22041;22042;23821;26420;29876;53420;54525;54526;56208;66972;74772;80976;110058;227753;229521;268697;606496","Cflar;Fn1;Hspa5;Gsn;Syt13;B2m;Syt11;Clic4;Atp13a2;Kcnk3;Add1;Syt5;Fosb;Gsk3a;Syt17;Calr;Bace1;Trf;Mapk9;Glra1;Becn1;Fos;Lgmn;Crhbp;Ccnb1;Dmtn;Syt10;Tfrc;App;Slc25a23;Syt4;Syt7","Inhibitory","FCDvsNT","BP","Up"
"604","GO:0007212","dopamine receptor signaling pathway","http://amigo.geneontology.org/amigo/term/GO:0007212",39,10,3.86286294099282,2.58875351073933,0.00382961997758802,0.0493595463778011,"13488;13491;14681;14683;14697;14702;18196;18197;67792;68566","Rgs8;Gnas;Nsg1;Caly;Drd4;Gnao1;Gnb5;Nsg2;Drd1;Gng2","Inhibitory","FCDvsNT","BP","Up"
"605","GO:0002263","cell activation involved in immune response","http://amigo.geneontology.org/amigo/term/GO:0002263",214,19,6.26365906962223,3.0333707165109,1.71509204469622e-05,0.0139265474029333,"11745;11820;12229;12523;16189;16783;17079;17096;19264;21803;21946;71890;73747;77125;237625;321019;378460;380732;387510","Ptprc;Cd84;Shld1;Lyn;Ifnk;Mad2l2;Anxa3;Pglyrp1;Tgfb1;Lamp1;Pla2g3;Il4;Milr1;Cd180;Gpr183;App;Pram1;Il33;Btk","Oligo","FCDvsNT","BP","Up"
"606","GO:0042063","gliogenesis","http://amigo.geneontology.org/amigo/term/GO:0042063",298,22,8.72229160162348,2.52227293064877,6.63518092832716e-05,0.0269388345690083,"11484;11820;12977;14870;16513;17096;18606;18619;18858;19242;20203;21367;21803;22041;68585;70839;77125;93742;171469;212980;227753;321019","Slc45a3;Cntn2;Gpr37l1;Kcnj10;Gsn;P2ry12;Csf1;Lyn;Penk;Ptn;Tgfb1;Pard3;Trf;S100b;Rtn4;Pmp22;Aspa;Gpr183;Enpp2;App;Gstp1;Il33","Oligo","FCDvsNT","BP","Up"
"607","GO:0071867","response to monoamine","http://amigo.geneontology.org/amigo/term/GO:0071867",29,6,0.848813612238526,7.06868965517241,0.000162097967213226,0.0336682000955309,"11803;11820;15559;18619;20466;20845","Htr2b;Penk;Aplp1;Star;Sin3a;App","Oligo","FCDvsNT","BP","Up"
"608","GO:0019221","cytokine-mediated signaling pathway","http://amigo.geneontology.org/amigo/term/GO:0019221",319,22,9.33694973462379,2.35622988505747,0.000178552825621736,0.0336682000955309,"11491;12769;12977;12978;13051;13856;15979;16164;16180;18600;19264;50905;54131;60595;73086;80285;80901;117149;246746;263876;387510;432940","Ptprc;Spata2;Csf1;Ifnk;Padi2;Epo;Actn4;Irf3;Tirap;Cx3cr1;Ccr9;Cxcr6;Ifngr1;Cd300lf;Adam17;Rps6ka5;Il17rb;Otulin;Il1rap;Parp9;Csf1r;Il13ra1","Oligo","FCDvsNT","BP","Up"
"609","GO:0070085","glycosylation","http://amigo.geneontology.org/amigo/term/GO:0070085",219,17,6.41000624414611,2.65210350076103,0.000246168229306898,0.0336682000955309,"14537;20440;20443;26433;69038;93961;97440;108148;108150;211286;216395;230145;230379;230801;241391;244745;654821","Galnt5;Gcnt7;Galnt12;Acer2;Pigv;Plod3;Galnt7;B3gnt9;Galnt2;Dpy19l1;St3gal4;Rxylt1;Cln5;St6gal1;B3galt5;Tmem258;Gcnt1","Oligo","FCDvsNT","BP","Up"
"610","GO:0002274","myeloid leukocyte activation","http://amigo.geneontology.org/amigo/term/GO:0002274",179,15,5.23922884795504,2.86301675977654,0.000248779803661558,0.0336682000955309,"11745;11820;12229;12523;13051;16189;17096;21803;21950;27027;77125;237625;246746;378460;380732","Cd84;Lyn;Anxa3;Tgfb1;Tspan32;Cx3cr1;Pla2g3;Il4;Milr1;Cd300lf;App;Pram1;Tnfsf9;Il33;Btk","Oligo","FCDvsNT","BP","Up"
"611","GO:0034976","response to endoplasmic reticulum stress","http://amigo.geneontology.org/amigo/term/GO:0034976",211,26,8.66266000624415,3.00138756239526,5.33339472585936e-07,0.00043307165173978,"12048;12304;14827;14828;16151;18024;18708;18858;20316;22027;27061;64136;64209;66073;66753;67118;67819;68944;72053;75212;109815;110213;116891;216440;244373;100037258","Tmco1;Hspa5;Nfe2l2;Pdia3;Bcl2l1;Txndc12;Pdia4;Selenos;Rnf121;Erlin2;Herpud1;Hsp90b1;Os9;Erlec1;Pmp22;Derl2;Sdf2;Tmub2;Pik3r1;Dnajc3;Derl1;Tmbim6;Bfar;Sdf2l1;Bcap31;Ikbkg","OPC","FCDvsNT","BP","Up"
"612","GO:0032527","protein exit from endoplasmic reticulum","http://amigo.geneontology.org/amigo/term/GO:0032527",38,10,1.56009990633781,6.40984590754453,2.08997030659575e-06,0.000848527944477873,"22027;27061;50907;64209;66753;67819;99237;109815;116891;216440","Tm9sf4;Preb;Selenos;Herpud1;Hsp90b1;Os9;Erlec1;Derl2;Derl1;Bcap31","OPC","FCDvsNT","BP","Up"
"613","GO:1903513","endoplasmic reticulum to cytosol transport","http://amigo.geneontology.org/amigo/term/GO:1903513",26,8,1.06743677802061,7.49458906112898,6.2108806337946e-06,0.00168107835821374,"22027;27061;64209;66753;67819;109815;116891;216440","Selenos;Herpud1;Hsp90b1;Os9;Erlec1;Derl2;Derl1;Bcap31","OPC","FCDvsNT","BP","Up"
"614","GO:0070972","protein localization to endoplasmic reticulum","http://amigo.geneontology.org/amigo/term/GO:0070972",56,11,2.29909459881361,4.78449212384574,1.39745425080662e-05,0.00283683212913743,"14828;19325;27061;66624;66913;67398;67437;69019;76219;216440;229801","Hspa5;Ssr3;Tram1l1;Kdelr2;Spcs2;Srpr;Os9;Rab10;Spcs1;Bcap31;Arxes1","OPC","FCDvsNT","BP","Up"
"615","GO:0035966","response to topologically incorrect protein","http://amigo.geneontology.org/amigo/term/GO:0035966",122,16,5.00874180455823,3.19441500966153,3.805413990976e-05,0.00617999232134503,"14828;18024;18708;18858;20316;64136;64209;67118;67623;67819;69310;75212;109815;110213;116891;100037258","Hspa5;Nfe2l2;Tm7sf3;Selenos;Rnf121;Herpud1;Pmp22;Derl2;Sdf2;Pik3r1;Dnajc3;Derl1;Tmbim6;Bfar;Sdf2l1;Pacrg","OPC","FCDvsNT","BP","Up"
"616","GO:0042157","lipoprotein metabolic process","http://amigo.geneontology.org/amigo/term/GO:0042157",121,15,4.96768654386513,3.01951418785155,0.000126622801210452,0.0171362857638145,"11815;16410;18701;19043;19063;52639;56176;67800;68268;70546;70605;228136;239827;320150;433931","Itgav;Zdhhc5;Zdhhc21;Ppt1;Pigg;Dgat2;Zdhhc2;Zdhhc17;Wipi1;Apod;Pigz;Pigp;Ppm1b;Pigf;Zdhhc24","OPC","FCDvsNT","BP","Up"
"617","GO:0045454","cell redox homeostasis","http://amigo.geneontology.org/amigo/term/GO:0045454",63,10,2.58648142366531,3.86625626169352,0.00022463160106434,0.0260572657234635,"12304;14827;18024;53381;66073;67988;69672;71853;105245;109815","Nfe2l2;Pdia3;Txndc12;Pdia4;Selenos;Pdia6;Txndc5;Txndc15;Tmx3;Prdx4","OPC","FCDvsNT","BP","Up"
"618","GO:0006605","protein targeting","http://amigo.geneontology.org/amigo/term/GO:0006605",236,22,9.68904152357165,2.2706064316556,0.000288972681472766,0.0287039371673069,"12492;16784;17113;18220;20787;56535;59020;66541;66624;67105;67398;67437;68268;69019;69821;70546;70605;76219;214505;216440;229801;668173","Mterf4;Immp1l;Ssr3;Pdzk1;Tram1l1;Zdhhc21;Pex10;Scarb2;M6pr;Nucb1;Spcs2;Zdhhc2;Srpr;Pex3;Os9;Srebf1;Spcs1;Gnptg;Timm21;Zdhhc24;Lamp2;Arxes1","OPC","FCDvsNT","BP","Up"
"619","GO:0006984","ER-nucleus signaling pathway","http://amigo.geneontology.org/amigo/term/GO:0006984",33,7,1.35482360287231,5.16672427699044,0.000318147086829756,0.0287039371673069,"14828;18024;68944;72754;109815;229317;244373","Tmco1;Hspa5;Nfe2l2;Eif2a;Arhgef10l;Selenos;Erlin2","OPC","FCDvsNT","BP","Up"
"620","GO:0042063","gliogenesis","http://amigo.geneontology.org/amigo/term/GO:0042063",298,25,12.2344676865439,2.04340725240513,0.000571988623061959,0.046445476192631,"12799;13138;14580;15208;16195;17136;17257;18377;18441;18606;18619;18823;18858;19242;19262;20203;20720;22041;70747;70839;76893;171469;245537;245880;252864","Serpine2;Gpr37l1;Ptpra;Dusp15;P2ry12;P2ry1;Cers2;Tspan2;Penk;Hes5;Wasf3;Ptn;Mag;Trf;Dag1;S100b;Pmp22;Omg;Cnp;Gfap;Il6st;Enpp2;Mecp2;Nlgn3;Plp1","OPC","FCDvsNT","BP","Up"
"621","GO:0043279","response to alkaloid","http://amigo.geneontology.org/amigo/term/GO:0043279",112,13,4.59818919762722,2.82719989136339,0.000668483977912082,0.0493462718240555,"12048;14680;14681;14828;17257;17967;18619;19049;21333;68581;71978;74777;232333","Hspa5;Bcl2l1;Penk;Selenon;Tac1;Slc6a1;Gnao1;Ncam1;Ppp1r1b;Tmed10;Ppp2r2a;Gnal;Mecp2","OPC","FCDvsNT","BP","Up"
"622","GO:0031589","cell-substrate adhesion","http://amigo.geneontology.org/amigo/term/GO:0031589",299,13,2.73048704339682,4.76105536975102,3.30695632921874e-06,0.00268524853932561,"11815;12317;12512;14456;16777;18708;19242;22370;56348;60595;64930;109700;218952","Tsc1;Hsd17b12;Ptn;Actn4;Gas6;Calr;Cd63;Vtn;Lamb1;Pik3r1;Itga1;Fermt2;Apod","Per","FCDvsNT","BP","Up"
"623","GO:0034976","response to endoplasmic reticulum stress","http://amigo.geneontology.org/amigo/term/GO:0034976",211,10,1.92686543865126,5.1897759954632,2.28327008422458e-05,0.00580283360398171,"12304;14828;18708;22027;22433;26943;27061;68944;109815;216440","Tmco1;Hspa5;Serinc3;Pdia4;Selenos;Hsp90b1;Os9;Xbp1;Pik3r1;Bcap31","Per","FCDvsNT","BP","Up"
"624","GO:0032527","protein exit from endoplasmic reticulum","http://amigo.geneontology.org/amigo/term/GO:0032527",38,5,0.347018420231033,14.408457040036,2.29960150410768e-05,0.00580283360398171,"22027;27061;99237;109815;216440","Tm9sf4;Selenos;Hsp90b1;Os9;Bcap31","Per","FCDvsNT","BP","Up"
"625","GO:0034367","protein-containing complex remodeling","http://amigo.geneontology.org/amigo/term/GO:0034367",20,4,0.182641273805807,21.9008547008547,2.85853872117325e-05,0.00580283360398171,"11307;11816;18830;27226","Pltp;Apoe;Abcg1;Pla2g7","Per","FCDvsNT","BP","Up"
"626","GO:0043062","extracellular structure organization","http://amigo.geneontology.org/amigo/term/GO:0043062",272,11,2.48392132375898,4.42848164906988,3.82502040916499e-05,0.00621183314448395,"11307;11816;12826;12827;14456;14580;18830;22370;27226;56348;246228","Hsd17b12;Pltp;Vwa1;Apoe;Col4a1;Col4a2;Gas6;Vtn;Gfap;Abcg1;Pla2g7","Per","FCDvsNT","BP","Up"
"627","GO:1903513","endoplasmic reticulum to cytosol transport","http://amigo.geneontology.org/amigo/term/GO:1903513",26,4,0.237433655947549,16.8468113083498,8.45503527404645e-05,0.0114424810708762,"22027;27061;109815;216440","Selenos;Hsp90b1;Os9;Bcap31","Per","FCDvsNT","BP","Up"
"628","GO:0042982","amyloid precursor protein metabolic process","http://amigo.geneontology.org/amigo/term/GO:0042982",52,5,0.474867311895098,10.5292570677186,0.000107545289091071,0.0124674579354352,"11307;11816;16432;17096;68581","Lyn;Apoe;Tmed10;Itm2b;Abcg1","Per","FCDvsNT","BP","Up"
"629","GO:0071402","cellular response to lipoprotein particle stimulus","http://amigo.geneontology.org/amigo/term/GO:0071402",30,4,0.273961910708711,14.6005698005698,0.000150684398655621,0.0124674579354352,"11307;11816;12520;18145","Apoe;Cd81;Abcg1;Npc1","Per","FCDvsNT","BP","Up"
"630","GO:0070972","protein localization to endoplasmic reticulum","http://amigo.geneontology.org/amigo/term/GO:0070972",56,5,0.51139556665626,9.77716727716728,0.000153540122357576,0.0124674579354352,"14828;27061;68137;140740;216440","Hspa5;Kdelr1;Sec63;Os9;Bcap31","Per","FCDvsNT","BP","Up"
"631","GO:0097006","regulation of plasma lipoprotein particle levels","http://amigo.geneontology.org/amigo/term/GO:0097006",56,5,0.51139556665626,9.77716727716728,0.000153540122357576,0.0124674579354352,"11307;11816;18830;22359;27226","Pltp;Apoe;Abcg1;Pla2g7;Vldlr","Per","FCDvsNT","BP","Up"
"632","GO:0071825","protein-lipid complex subunit organization","http://amigo.geneontology.org/amigo/term/GO:0071825",34,4,0.310490165469872,12.8828557063851,0.000247918034674055,0.0183008585595757,"11307;11816;18830;27226","Pltp;Apoe;Abcg1;Pla2g7","Per","FCDvsNT","BP","Up"
"633","GO:0010721","negative regulation of cell development","http://amigo.geneontology.org/amigo/term/GO:0010721",341,11,3.11403371838901,3.53239591949269,0.000283169060914856,0.0191611064552386,"11816;12317;13610;14580;17136;18131;19089;19242;60595;64930;171469","Gpr37l1;Tsc1;Ptn;Apoe;Actn4;Mag;Calr;Prkcsh;Gfap;S1pr3;Notch3","Per","FCDvsNT","BP","Up"
"634","GO:0006898","receptor-mediated endocytosis","http://amigo.geneontology.org/amigo/term/GO:0006898",244,9,2.22822354043085,4.0390920554855,0.000393462510964726,0.0229707880025705,"11816;12492;12512;12520;19063;22041;22359;22370;66141","Ppt1;Scarb2;Apoe;Ifitm3;Cd81;Trf;Cd63;Vtn;Vldlr","Per","FCDvsNT","BP","Up"
"635","GO:0042063","gliogenesis","http://amigo.geneontology.org/amigo/term/GO:0042063",298,10,2.72135497970653,3.67464005047898,0.000396048069009836,0.0229707880025705,"14580;16777;17096;17136;19242;19262;22041;22370;70839;171469","Gpr37l1;Ptpra;P2ry12;Lyn;Ptn;Mag;Trf;Vtn;Gfap;Lamb1","Per","FCDvsNT","BP","Up"
"636","GO:0071496","cellular response to external stimulus","http://amigo.geneontology.org/amigo/term/GO:0071496",304,10,2.77614736184827,3.602114260009,0.000463239957703143,0.0250767230436635,"13039;14456;14828;17096;17136;19242;22027;22433;64930;70839","Tsc1;Hspa5;P2ry12;Lyn;Ptn;Mag;Gas6;Hsp90b1;Xbp1;Ctsl","Per","FCDvsNT","BP","Up"
"637","GO:0030100","regulation of endocytosis","http://amigo.geneontology.org/amigo/term/GO:0030100",254,9,2.31954417733375,3.88007268322229,0.000526684711242842,0.0267292490955742,"11816;12317;12512;14456;17304;19063;22041;22370;60595","Ppt1;Apoe;Actn4;Mfge8;Gas6;Calr;Trf;Cd63;Vtn","Per","FCDvsNT","BP","Up"
"638","GO:0007218","neuropeptide signaling pathway","http://amigo.geneontology.org/amigo/term/GO:0007218",94,10,2.12769278801124,4.69992663242847,5.10788459202605e-05,0.0267350810573572,"11516;13599;14419;14654;14829;18216;21334;109648;209776;230899","Ecel1;Ntsr1;Nppa;Npy;Gpr139;Tac2;Glra1;Adcyap1;Gal;Grpr","Astro","FCDvsSHAM","BP","Up"
"639","GO:0006909","phagocytosis","http://amigo.geneontology.org/amigo/term/GO:0006909",159,13,3.59896971589135,3.61214487096075,6.58499533432444e-05,0.0267350810573572,"11744;11745;14191;15162;17886;19288;19401;20401;21803;22259;23790;110351;217303","Nr1h3;Hck;Ptx3;Fgr;Rap1gap;Anxa3;Coro1c;Tgfb1;Rara;Cd300a;Anxa11;Myh9;Sh3bp1","Astro","FCDvsSHAM","BP","Up"
"640","GO:0050900","leukocyte migration","http://amigo.geneontology.org/amigo/term/GO:0050900",291,61,23.9395878863565,2.54808062233873,5.76716452371784e-12,4.44331860194325e-09,"11487;11634;12267;12458;12652;12768;12929;13075;13166;13617;14068;14127;14205;14595;14747;15894;15945;16159;16175;16176;16414;16859;17698;17874;19152;19204;20254;20293;20302;20303;20308;20339;20750;21336;21803;21808;21943;22164;22324;22788;24088;26887;55985;56532;57257;57765;66102;74748;75458;76088;83964;100952;104099;105855;109934;114774;170756;217303;270152;277360;378425","Scg2;Tnfsf4;Fcer1g;Slamf8;Tgfb2;Dbh;Il1a;Il1b;Prex1;Il12a;Tlr2;Vav3;B4galt1;Ptafr;Emilin1;Cxcl10;Spp1;Cmklr1;Slc8b1;Zp3;Tacr1;C3ar1;Nlrp12;Tgfb1;F7;Ednra;Cklf;Chst4;Icam1;Jam3;Jaml;Cyp19a1;Adam10;Itga9;Myd88;Ccr1;Itgb2;Prtn3;Pawr;Cxcl16;Abr;Lgals9;Ccl12;Ccl9;Ccl3;Ccl4;Cd300a;Chga;Nckap1l;Crkl;Ccr6;Vav1;Dock8;Msn;Vegfd;Tbx21;Ripk3;Tnfsf11;Sele;Aire;Cxcl13","Excitatory","FCDvsSHAM","BP","Up"
"641","GO:0045785","positive regulation of cell adhesion","http://amigo.geneontology.org/amigo/term/GO:0045785",372,71,30.6031845145176,2.32001999551121,1.13877796081852e-11,4.44331860194325e-09,"11492;12479;12487;12505;12524;12554;12667;12929;13612;14114;14115;15894;16000;16159;16176;16194;16197;16362;16480;16859;17131;17909;18003;18106;18186;18552;19204;19401;19713;20750;21803;21808;21813;21943;22003;22164;22324;22788;26921;50723;54446;54519;55985;56048;57257;58205;60533;64074;67896;70945;74048;76088;78317;83436;100952;104709;104831;105855;110351;110829;114774;171285;192176;216799;230126;242122;268564;277360;320484;328365;330817","Map4k4;Cd28;Tnfsf4;Cd244a;Tgfb2;Apbb1ip;Cd44;Il1b;Prex1;Il12a;Cd1d1;Il6ra;Vtcn1;Vav3;Shb;Ptafr;Rap1gap;Emilin1;Spp1;Zp3;Fbln2;Ret;Tgfb1;Plekha2;Dhps;Nfat5;Cdh13;Nrp1;Icam1;Tpm1;Ptpn23;Tgfbr2;Lims1;Vsir;Icosl;Igf1;Pawr;Adam19;Havcr2;Irf1;Nlrp3;Pik3r6;Lgals9;Rara;Jup;Zbtb1;Lgals8;Nedd9;Edil3;Zmiz1;Il7r;Myo10;Fbln1;Nckap1l;Crkl;Chrd;Cd86;Ccdc80;Smoc2;Rasal3;Vav1;Smad7;Ccdc88b;Pcsk5;Dock8;Cd274;Pdcd1lg2;Flna;Mmrn1;Tnfsf11;Cxcl13","Excitatory","FCDvsSHAM","BP","Up"
"642","GO:0002443","leukocyte mediated immunity","http://amigo.geneontology.org/amigo/term/GO:0002443",313,63,25.7494536372151,2.44665385478112,1.64162017313174e-11,4.44331860194325e-09,"11634;11745;12051;12229;12259;12260;12262;12266;12268;12458;12479;12487;12523;12652;13032;13036;13166;13421;14061;14127;14129;14191;14972;15894;16159;16176;16182;16197;16331;16414;16768;16859;17131;17874;18173;19204;20302;20911;20912;21803;21898;21938;22164;22324;22788;24088;50723;50908;50909;54123;56532;57765;74048;76438;104709;109934;171285;216799;217303;217304;230899;268564;545378","Il18r1;Cd28;Slc11a1;Inpp5d;Tnfsf4;Fcer1g;Cd84;Dbh;F2;Il1b;Il12a;Tlr2;Cd1d1;Fcgr1;Stxbp3;Tlr4;Ptafr;Fgr;C1qb;C1qc;C1qa;Tnfrsf1b;Nppa;Anxa3;Zp3;C1ra;C1s1;Lag3;Bcl3;Tgfb1;Ctsc;Irf7;Stxbp2;Icam1;Ctsh;Myd88;Vsir;Itgb2;Icosl;Havcr2;Nlrp3;Pik3r6;Abr;Lgals9;Ccl3;Cd300a;Cd300lb;Zbtb1;Chga;Dnase1l3;Il7r;Ccr6;H2-K1;C4b;Rftn1;C3;Vav1;Smad7;Btk;Sh2d1b2;Tbx21;Ripk3;Aire","Excitatory","FCDvsSHAM","BP","Up"
"643","GO:0042110","T cell activation","http://amigo.geneontology.org/amigo/term/GO:0042110",421,76,34.6342491414299,2.1943596839548,3.56230600573326e-11,7.23148119163852e-09,"11634;12047;12051;12458;12479;12487;12505;12524;12767;14127;14369;15894;16000;16159;16176;16182;16194;16197;16362;16411;16414;16428;16768;16859;17085;17120;17131;17698;17886;18106;18173;18771;18782;19164;19401;19698;20351;20848;21803;21813;21938;21943;22164;22324;22788;26971;50723;54519;56048;56501;56532;57765;58205;60533;74048;74734;76088;78317;93695;94176;104709;105855;114774;171285;211651;216799;217303;230126;237256;242122;268564;270152;277360;320484;328365;330817","Il18r1;Fzd7;Cd28;Slc11a1;Cxcr4;Tnfsf4;Fcer1g;Cd244a;Ly9;Apbb1ip;Cd44;Il1b;Prex1;Il12a;Cd1d1;Sema4a;Il6ra;Vtcn1;Shb;Pla2g2f;Pla2g2d;Tnfrsf1b;Rhoh;Zp3;Mad1l1;Gpnmb;Fancd2;Lag3;Relb;Bcl3;Tgfb1;Itgax;Dhps;Icam1;Jaml;Bcl2a1d;Tgfbr2;Vsir;Itgb2;Icosl;Igf1;Pawr;Dock2;Itk;Havcr2;Irf1;Nlrp3;Pik3r6;Lgals9;Rara;Stat3;Cd300a;Zbtb1;Psen1;Lgals8;Zmiz1;Il7r;Myh9;Nckap1l;Cd86;Ccr6;Pknox1;Rasal3;Vav1;Smad7;Ccdc88b;Dock8;Cd274;Pdcd1lg2;Elf4;Msn;Zc3h12d;Tbx21;Ripk3;Tnfsf11;Aire","Excitatory","FCDvsSHAM","BP","Up"
"644","GO:0070661","leukocyte proliferation","http://amigo.geneontology.org/amigo/term/GO:0070661",275,56,22.6233218857321,2.47532171813007,1.41221034866135e-10,2.29342960622603e-08,"12229;12479;12487;12505;12524;12767;14419;16000;16153;16159;16176;16194;16197;16331;16362;16411;16414;16859;17120;17698;17874;18106;18173;18782;20293;20440;20666;21336;21803;21813;21898;21938;21943;22164;22788;26971;50723;56501;56532;57257;58205;60533;74048;76088;78317;93695;94176;105855;114774;171285;217303;230126;237256;242122;320484;330817","Cd28;Slc11a1;Inpp5d;Cxcr4;Il10;Tnfsf4;Cd244a;Cd44;Il1b;Il12a;Cd1d1;Il6ra;Vtcn1;Vav3;Shb;Tlr4;Pla2g2f;Pla2g2d;Tnfrsf1b;Zp3;Mad1l1;Gpnmb;Tacr1;Tgfb1;Itgax;Dhps;Tgfbr2;Myd88;Vsir;Itgb2;Icosl;Igf1;Pawr;Dock2;Havcr2;Irf1;Lgals9;Ccl12;Cd300a;Sox11;Il7r;Nckap1l;St6gal1;Cd86;Rasal3;Gal;Ccdc88b;Dock8;Cd274;Pdcd1lg2;Elf4;Msn;Btk;Zc3h12d;Ripk3;Tnfsf11","Excitatory","FCDvsSHAM","BP","Up"
"645","GO:0002274","myeloid leukocyte activation","http://amigo.geneontology.org/amigo/term/GO:0002274",179,42,14.7257258819856,2.85215142102976,3.22341708880458e-10,4.36235779351553e-08,"11487;11745;12229;12479;12493;12523;12652;12801;13421;14127;14191;16153;16414;16822;16835;16859;18106;18173;19164;19204;19267;19698;20302;20375;20617;20911;20912;21803;21813;21897;21898;22177;24088;53603;74734;94176;109934;170743;171285;217303;217304;230899","Slc11a1;Il10;Fcer1g;Cd244a;Cd84;Spi1;Tlr2;Cd1d1;Stxbp3;Cnr1;Tlr4;Ptafr;Fgr;Nppa;Tlr1;Rhoh;Anxa3;Snca;Relb;Tgfb1;Tyrobp;Cd37;Ptpre;Stxbp2;Ldlr;Adam10;Tgfbr2;Itgb2;Lcp2;Dock2;Havcr2;Abr;Lgals9;Ccl3;Cd300a;Cd300lb;Psen1;Chga;Dnase1l3;Tslp;Btk;Tlr7","Excitatory","FCDvsSHAM","BP","Up"
